age,is_male,race,ownes_house,employment_status,employment_income,non_employment_income
59,1,White,0,1,163057.4,0.0
23,1,Hispanic,0,1,77878.8,12000.0
18,0,Black,1,1,57273.0,12000.0
70,0,White,0,1,189930.9,12000.0
18,1,Hispanic,1,1,73044.1,0.0
29,1,White,0,1,83715.9,0.0
22,0,Hispanic,0,0,0.0,0.0
18,1,White,0,0,0.0,5000.0
31,0,Asian,0,1,95603.2,9000.0
51,1,White,0,1,201748.7,0.0
20,0,Hispanic,0,0,0.0,0.0
47,0,White,1,1,125289.3,0.0
19,1,Hispanic,0,0,0.0,12000.0
18,0,Black,1,0,0.0,9000.0
49,0,Black,0,1,134441.3,0.0
18,1,White,0,0,0.0,1000.0
18,0,White,0,0,0.0,1000.0
18,0,White,0,1,67438.5,0.0
18,0,Asian,0,0,0.0,9000.0
22,0,White,0,0,0.0,9000.0
27,0,Other,0,1,84314.2,0.0
18,0,White,0,1,58930.8,0.0
70,0,White,1,1,191495.8,9000.0
32,1,White,0,0,0.0,12000.0
23,1,Hispanic,1,1,77378.9,9000.0
18,0,Black,0,0,0.0,9000.0
20,0,Black,1,1,63207.8,9000.0
18,1,Hispanic,0,1,66584.8,9000.0
18,1,Hispanic,0,0,0.0,9000.0
27,1,Black,1,0,0.0,12000.0
60,1,White,0,1,165683.4,0.0
20,0,White,0,0,0.0,0.0
70,0,Hispanic,0,1,189456.6,12000.0
18,1,Hispanic,0,0,0.0,12000.0
54,0,Other,0,1,148885.7,0.0
32,1,Hispanic,1,1,90784.3,0.0
18,1,Black,0,0,0.0,12000.0
53,0,White,0,1,145824.8,0.0
39,0,Black,0,1,107858.0,9000.0
70,1,Hispanic,0,1,187142.3,0.0
31,1,White,0,0,0.0,9000.0
49,0,Black,0,1,129350.9,9000.0
18,0,Asian,0,1,54790.5,9000.0
36,1,Hispanic,0,1,105400.4,0.0
18,0,Other,0,0,0.0,12000.0
70,1,White,0,1,238804.9,5000.0
18,0,Hispanic,0,0,0.0,0.0
24,0,Black,0,0,0.0,1000.0
32,1,Hispanic,0,0,0.0,12000.0
18,0,Black,0,0,0.0,0.0
20,0,Hispanic,0,0,0.0,0.0
18,0,Asian,1,1,61771.8,9000.0
32,1,White,0,0,0.0,0.0
18,0,Black,1,0,0.0,0.0
18,1,Hispanic,0,0,0.0,0.0
22,0,White,0,0,0.0,0.0
18,0,Hispanic,0,1,55854.7,0.0
33,1,Black,1,0,0.0,0.0
18,0,Asian,0,0,0.0,9000.0
70,0,Asian,0,1,185922.4,0.0
63,0,Black,0,1,161090.1,0.0
18,1,Hispanic,0,1,59594.2,9000.0
31,1,Asian,1,1,87890.8,12000.0
18,0,White,0,0,0.0,0.0
18,1,White,0,0,0.0,12000.0
33,1,Asian,0,0,0.0,9000.0
18,0,Black,1,1,57894.0,0.0
18,1,White,0,0,0.0,0.0
27,0,Hispanic,0,1,88242.0,1000.0
47,1,Black,0,1,130690.6,5000.0
27,0,Black,1,0,0.0,0.0
19,1,Asian,1,1,62369.4,0.0
20,0,Hispanic,0,0,0.0,9000.0
20,0,White,0,0,0.0,1000.0
30,0,Asian,0,1,81403.7,0.0
18,1,White,1,0,0.0,9000.0
24,1,Asian,0,1,88137.8,0.0
36,1,Other,1,1,104205.1,12000.0
18,1,Hispanic,0,0,0.0,0.0
21,0,White,0,1,66324.8,0.0
62,1,Black,1,1,169823.5,12000.0
22,0,White,0,1,68970.9,9000.0
20,1,Hispanic,0,0,0.0,1000.0
27,0,Asian,0,0,0.0,12000.0
42,1,Black,1,1,125807.8,12000.0
18,0,Black,1,0,0.0,0.0
21,1,White,0,1,72122.0,9000.0
36,1,White,1,1,108940.1,12000.0
26,0,Hispanic,0,0,0.0,9000.0
51,1,Black,0,1,139347.0,0.0
33,1,Hispanic,0,1,96521.2,12000.0
18,1,White,0,1,65603.0,1000.0
18,1,Black,1,1,49866.2,12000.0
19,1,White,0,0,0.0,5000.0
18,1,White,1,0,0.0,9000.0
18,1,White,1,0,0.0,0.0
29,0,White,1,1,93077.8,12000.0
18,0,Black,1,0,0.0,0.0
18,1,White,0,1,63794.2,0.0
18,1,Hispanic,1,1,60629.2,1000.0
18,1,White,0,1,60222.9,0.0
67,1,White,1,1,176149.9,0.0
70,0,Hispanic,0,1,191352.6,0.0
18,1,White,0,0,0.0,12000.0
23,0,Asian,0,0,0.0,12000.0
70,1,White,0,1,192764.3,0.0
18,1,Black,0,1,66042.1,9000.0
22,1,Black,0,1,75166.9,9000.0
18,0,Black,0,0,0.0,12000.0
55,1,White,0,1,149407.1,0.0
63,1,White,0,1,169909.3,5000.0
23,0,Asian,0,0,0.0,0.0
18,0,White,0,0,0.0,0.0
18,1,Black,0,1,52896.8,12000.0
22,1,Asian,0,1,72340.1,12000.0
18,1,Asian,1,0,0.0,12000.0
18,1,White,0,1,67081.7,1000.0
23,1,Hispanic,0,0,0.0,0.0
18,0,White,0,1,64085.7,0.0
42,1,Black,1,1,116727.4,0.0
63,0,Black,1,1,166402.3,0.0
70,0,White,0,1,183078.4,9000.0
18,1,White,0,0,0.0,12000.0
26,0,White,0,1,79813.6,12000.0
18,1,White,0,0,0.0,0.0
18,0,Black,0,1,48173.6,0.0
52,0,Other,0,1,145108.0,0.0
18,1,Hispanic,0,0,0.0,0.0
18,0,Other,0,1,67910.2,12000.0
70,1,White,0,1,185174.1,0.0
22,1,White,0,1,71029.2,9000.0
21,0,Asian,0,0,0.0,0.0
57,1,Asian,1,1,153232.0,9000.0
24,0,Black,0,0,0.0,0.0
18,0,White,0,0,0.0,0.0
45,0,Hispanic,1,1,126727.1,12000.0
18,0,Black,0,0,0.0,0.0
59,1,Black,1,1,157117.3,0.0
21,1,Hispanic,0,0,0.0,0.0
18,0,Black,0,0,0.0,0.0
61,1,White,0,1,161459.5,12000.0
39,1,Asian,0,0,0.0,0.0
54,1,White,0,1,150954.3,9000.0
53,1,White,0,1,197597.4,0.0
31,1,Hispanic,0,1,92064.6,0.0
25,1,Asian,0,0,0.0,0.0
18,1,White,0,1,71083.8,0.0
32,1,Asian,0,1,100667.5,9000.0
27,1,Other,0,1,87417.9,9000.0
20,1,White,1,0,0.0,9000.0
54,0,White,1,1,149747.8,0.0
33,1,White,1,1,92719.7,0.0
18,0,Hispanic,1,1,66666.0,0.0
70,0,Black,1,1,183745.2,12000.0
18,0,White,0,0,0.0,0.0
57,1,White,1,1,207042.8,0.0
22,1,Black,0,1,70825.0,0.0
18,1,Hispanic,0,1,63191.9,12000.0
44,0,White,1,1,128808.8,12000.0
18,0,White,0,0,0.0,9000.0
40,0,White,0,1,113431.5,0.0
37,0,Asian,1,1,104155.3,9000.0
18,1,White,0,0,0.0,0.0
18,1,White,0,1,63731.1,0.0
45,1,Hispanic,0,1,129368.3,0.0
31,0,White,1,1,91548.0,0.0
54,0,Black,1,1,137220.5,9000.0
35,1,Asian,1,1,102891.3,0.0
49,0,Asian,0,1,138705.5,5000.0
70,0,White,0,1,184896.1,9000.0
18,1,Hispanic,0,0,0.0,9000.0
28,1,Black,0,0,0.0,0.0
34,1,White,1,1,101969.0,0.0
27,0,Asian,0,0,0.0,9000.0
18,1,Black,1,0,0.0,9000.0
48,1,Black,1,1,139562.3,12000.0
18,1,Asian,0,0,0.0,0.0
18,1,White,0,1,61601.5,1000.0
20,0,White,0,0,0.0,9000.0
21,0,Asian,0,1,70078.8,0.0
18,1,Black,0,1,65657.5,0.0
34,0,Black,1,0,0.0,0.0
18,1,Black,1,1,53988.6,9000.0
64,0,Black,0,1,173937.9,0.0
18,0,Asian,1,0,0.0,5000.0
30,0,Asian,1,0,0.0,12000.0
34,1,White,1,1,102527.1,5000.0
19,0,White,1,0,0.0,0.0
33,0,Hispanic,0,0,0.0,9000.0
24,0,Hispanic,1,0,0.0,12000.0
42,1,White,0,1,115824.9,1000.0
22,1,Black,1,0,0.0,12000.0
32,0,White,0,0,0.0,0.0
18,1,Asian,0,1,59172.6,9000.0
18,0,Hispanic,0,0,0.0,12000.0
24,0,Hispanic,1,1,78828.3,0.0
18,1,Asian,0,1,56757.3,0.0
29,1,Asian,0,0,0.0,0.0
35,0,White,0,0,0.0,12000.0
63,0,Hispanic,0,1,164976.8,0.0
18,1,Hispanic,0,0,0.0,0.0
20,1,Asian,0,0,0.0,12000.0
18,0,Asian,0,0,0.0,12000.0
18,1,Asian,0,0,0.0,0.0
38,0,Hispanic,0,1,107244.9,0.0
36,0,Black,0,1,107787.6,0.0
30,1,White,0,1,94405.7,0.0
18,0,Other,1,1,63575.7,0.0
18,0,Asian,1,1,59649.3,9000.0
47,1,Black,1,1,123720.6,0.0
18,0,Black,0,0,0.0,9000.0
26,1,Black,1,1,82410.7,0.0
22,0,Hispanic,0,0,0.0,5000.0
70,1,White,0,1,187497.4,12000.0
40,1,Black,0,1,153317.3,9000.0
38,1,White,1,1,109892.6,0.0
32,1,Other,0,1,93153.4,0.0
32,0,Other,1,1,98348.8,5000.0
33,1,Hispanic,1,0,0.0,0.0
30,0,White,0,1,140911.9,12000.0
21,0,Asian,0,0,0.0,12000.0
31,0,White,0,0,0.0,12000.0
39,1,Black,1,1,112560.6,5000.0
26,1,Black,0,0,0.0,12000.0
34,0,White,0,0,0.0,0.0
18,1,Hispanic,0,1,61261.6,1000.0
33,0,White,0,0,0.0,0.0
45,0,White,1,1,180876.7,5000.0
18,1,White,0,1,59776.3,0.0
67,0,Hispanic,0,1,176492.4,1000.0
24,0,Asian,0,1,77499.1,0.0
30,1,White,0,1,87318.7,12000.0
26,0,Black,0,1,85459.5,0.0
62,1,Asian,0,1,229189.7,0.0
18,0,White,0,1,65763.2,9000.0
38,0,White,0,0,0.0,0.0
23,1,White,1,0,0.0,9000.0
33,0,Asian,1,1,91248.2,9000.0
70,1,White,0,1,189541.3,0.0
41,1,White,0,1,115685.2,0.0
18,0,White,0,1,65002.6,0.0
32,0,White,0,0,0.0,0.0
18,1,White,1,1,52615.1,12000.0
22,1,White,0,0,0.0,9000.0
45,1,White,0,1,130935.5,0.0
19,1,Asian,0,1,61241.9,12000.0
46,0,White,0,1,131330.4,0.0
42,0,Black,0,0,0.0,0.0
34,1,White,0,1,104547.5,12000.0
24,1,White,0,1,72504.2,9000.0
48,0,Hispanic,1,1,132351.5,9000.0
18,1,White,1,0,0.0,12000.0
18,0,Asian,0,1,65361.1,9000.0
18,0,Asian,0,1,63403.8,9000.0
19,0,White,1,0,0.0,0.0
21,0,Asian,0,0,0.0,12000.0
22,0,Black,1,1,65284.0,5000.0
57,0,Hispanic,1,1,153270.7,0.0
41,1,White,0,1,168171.7,0.0
28,0,Asian,0,0,0.0,12000.0
18,0,White,0,1,58540.8,5000.0
41,1,White,0,0,0.0,12000.0
26,1,Other,0,1,81246.4,0.0
46,0,White,0,1,122258.1,0.0
18,0,Black,0,0,0.0,5000.0
18,0,Black,0,0,0.0,12000.0
24,0,White,1,0,0.0,12000.0
28,1,Hispanic,0,1,80332.2,9000.0
50,1,Hispanic,0,1,137200.4,0.0
18,1,White,0,1,60993.4,0.0
36,1,White,1,0,0.0,12000.0
30,1,Black,0,0,0.0,12000.0
18,1,Black,0,0,0.0,0.0
21,0,Hispanic,1,0,0.0,0.0
41,1,White,0,1,116422.3,0.0
22,0,Black,0,1,73195.0,0.0
28,0,Hispanic,0,1,84385.1,9000.0
26,0,Hispanic,0,0,0.0,0.0
32,1,White,0,0,0.0,0.0
23,0,Hispanic,0,0,0.0,0.0
28,1,Asian,0,1,88782.5,9000.0
27,1,White,1,0,0.0,0.0
51,1,Hispanic,1,1,140127.5,0.0
44,1,White,0,1,129020.1,0.0
18,1,Other,0,1,64658.8,12000.0
20,0,Black,0,1,64900.3,9000.0
33,0,White,0,1,100032.9,0.0
31,1,Hispanic,1,0,0.0,12000.0
35,1,Black,0,1,107139.6,0.0
18,1,White,0,1,56984.1,12000.0
33,0,White,0,1,98327.4,0.0
20,1,Hispanic,0,0,0.0,5000.0
70,1,White,0,1,186261.3,0.0
41,1,White,0,1,112148.2,5000.0
51,0,White,1,0,0.0,9000.0
37,0,White,1,1,107531.7,9000.0
18,0,White,0,0,0.0,9000.0
52,0,Hispanic,0,1,136594.4,9000.0
60,1,White,0,1,157737.4,0.0
18,0,Hispanic,0,1,61471.4,0.0
59,0,White,1,1,159357.9,9000.0
18,1,Black,0,1,58495.5,9000.0
70,0,Asian,0,1,187051.4,0.0
24,0,Hispanic,0,0,0.0,12000.0
18,1,White,0,0,0.0,0.0
27,0,White,1,0,0.0,9000.0
18,0,White,0,0,0.0,9000.0
45,0,White,1,1,128864.8,12000.0
24,1,White,0,0,0.0,5000.0
19,1,Black,0,0,0.0,9000.0
18,0,Other,0,0,0.0,0.0
18,1,Asian,0,1,62637.3,9000.0
18,0,White,0,0,0.0,12000.0
69,0,Black,0,1,182818.2,0.0
18,1,Black,1,1,57716.7,1000.0
70,1,Black,0,1,191915.6,0.0
39,0,White,0,1,109460.3,9000.0
23,0,White,0,0,0.0,0.0
23,1,Hispanic,1,0,0.0,0.0
18,0,Black,0,1,60710.4,0.0
18,1,White,1,1,55681.8,0.0
18,0,White,1,1,66602.7,12000.0
44,1,White,0,1,126378.7,5000.0
30,1,Hispanic,0,1,87554.1,0.0
33,1,White,1,1,95579.4,12000.0
34,0,Black,1,1,98338.5,12000.0
18,1,Asian,0,0,0.0,0.0
18,0,Hispanic,1,1,57118.2,0.0
54,1,Black,1,1,155205.5,1000.0
18,0,Other,0,1,59016.6,9000.0
18,1,Hispanic,0,1,62522.6,9000.0
70,0,Asian,1,1,183368.4,0.0
18,1,Hispanic,0,0,0.0,1000.0
18,0,White,1,0,0.0,12000.0
18,0,Asian,0,1,55716.2,12000.0
18,1,Black,0,0,0.0,0.0
70,0,Hispanic,0,1,179210.1,9000.0
43,1,Black,0,1,125722.2,9000.0
18,1,White,0,0,0.0,0.0
45,1,Black,1,1,133246.8,0.0
18,0,Black,0,0,0.0,0.0
26,0,Black,1,1,79017.6,0.0
27,1,Asian,0,0,0.0,5000.0
18,0,White,1,1,56228.1,0.0
24,1,White,1,1,73490.2,9000.0
18,0,Black,0,0,0.0,0.0
46,0,White,0,1,130484.8,0.0
18,1,Other,0,1,63736.2,0.0
70,1,Hispanic,1,1,195612.2,0.0
26,1,White,1,1,81620.6,9000.0
20,1,White,0,1,73221.6,0.0
70,1,Asian,1,1,188697.9,0.0
18,1,Black,0,0,0.0,0.0
18,1,Hispanic,0,1,61149.7,9000.0
18,1,Hispanic,1,1,64023.5,9000.0
18,1,Hispanic,0,1,67109.2,0.0
35,0,Hispanic,0,1,105861.4,0.0
26,0,White,0,1,80024.3,12000.0
22,0,White,0,1,77214.1,12000.0
18,0,Hispanic,0,1,59695.9,0.0
40,1,Black,1,0,0.0,9000.0
18,0,Asian,1,1,55209.8,0.0
18,0,White,0,0,0.0,12000.0
18,1,Hispanic,0,1,66577.8,9000.0
18,1,Hispanic,0,0,0.0,0.0
19,1,White,1,0,0.0,0.0
29,1,Black,0,1,94278.6,0.0
18,1,White,1,0,0.0,0.0
18,1,Black,0,0,0.0,0.0
54,1,Other,0,1,146575.2,0.0
18,0,Asian,1,0,0.0,9000.0
19,0,White,0,0,0.0,12000.0
18,0,Hispanic,1,0,0.0,0.0
27,1,Hispanic,0,1,89461.8,12000.0
18,1,Hispanic,0,0,0.0,9000.0
18,0,Asian,0,1,58751.1,0.0
23,1,White,1,1,79646.4,9000.0
30,0,Other,1,1,86884.9,0.0
60,1,Hispanic,0,1,161865.5,0.0
18,0,White,1,0,0.0,12000.0
45,1,Black,1,1,122897.9,5000.0
18,0,Hispanic,0,1,57411.4,0.0
28,1,White,1,1,83959.0,0.0
26,0,White,1,0,0.0,5000.0
23,1,White,0,0,0.0,12000.0
70,1,Black,0,1,196353.5,0.0
38,0,Hispanic,0,1,108019.3,0.0
18,0,Asian,1,0,0.0,9000.0
18,1,Asian,0,1,69166.3,9000.0
18,1,Hispanic,0,1,69419.3,0.0
32,0,White,1,0,0.0,12000.0
29,1,White,1,0,0.0,0.0
18,1,Hispanic,0,0,0.0,0.0
59,0,Asian,0,1,162164.5,9000.0
18,1,Hispanic,0,0,0.0,0.0
46,0,Other,0,1,126337.5,0.0
64,1,Asian,1,1,221076.6,0.0
18,0,Hispanic,0,1,60896.0,9000.0
22,0,White,0,0,0.0,0.0
19,1,Asian,1,1,57943.1,0.0
27,1,White,0,0,0.0,0.0
57,1,Hispanic,0,0,0.0,0.0
24,1,Asian,0,0,0.0,1000.0
34,1,Black,1,0,0.0,0.0
18,1,Asian,0,0,0.0,0.0
50,0,White,1,1,140925.2,0.0
22,0,White,0,0,0.0,9000.0
31,0,Other,0,1,93759.3,0.0
70,0,Asian,0,1,182733.9,12000.0
20,0,White,1,0,0.0,0.0
18,0,White,0,1,66341.2,0.0
24,1,Black,1,1,74626.8,9000.0
36,0,Black,0,0,0.0,0.0
18,1,Black,1,1,56940.5,9000.0
67,0,Black,0,1,180013.8,12000.0
41,0,White,1,1,116778.0,0.0
30,0,Black,0,0,0.0,9000.0
18,0,Asian,1,0,0.0,9000.0
18,1,White,0,0,0.0,0.0
26,1,White,0,1,82867.7,0.0
48,0,Black,0,1,128010.2,0.0
18,1,White,0,1,65654.6,0.0
18,0,Hispanic,0,0,0.0,0.0
34,1,Hispanic,0,1,99034.8,12000.0
25,1,White,0,0,0.0,0.0
18,1,Asian,0,0,0.0,0.0
62,1,White,0,1,217090.3,9000.0
36,0,White,1,1,106193.7,12000.0
18,1,Black,0,0,0.0,9000.0
40,0,White,0,1,118081.1,9000.0
20,0,Asian,0,0,0.0,9000.0
70,1,White,0,1,185655.2,1000.0
46,0,White,0,1,131290.6,12000.0
68,1,White,0,1,180554.6,12000.0
51,1,Other,1,1,144599.1,0.0
20,0,Black,0,0,0.0,9000.0
64,1,Hispanic,0,1,166835.5,0.0
39,0,White,0,0,0.0,0.0
31,0,Hispanic,0,0,0.0,9000.0
18,0,Black,0,0,0.0,0.0
35,0,White,0,1,101505.2,9000.0
39,1,Black,1,1,109773.4,0.0
18,0,Hispanic,1,0,0.0,12000.0
40,1,White,0,1,111358.9,9000.0
28,0,White,1,0,0.0,5000.0
18,1,White,0,1,54079.9,0.0
36,1,White,0,1,107583.3,0.0
18,1,Asian,0,0,0.0,1000.0
70,0,Black,0,1,176137.2,0.0
70,1,White,1,1,186786.7,12000.0
69,0,White,0,1,181335.4,1000.0
40,1,White,1,1,123256.0,0.0
18,0,Asian,1,0,0.0,0.0
18,0,Asian,0,1,52946.4,0.0
45,0,Asian,0,1,117645.7,9000.0
56,1,Hispanic,0,1,147316.9,0.0
25,0,Other,0,1,80593.6,0.0
20,0,Hispanic,0,0,0.0,0.0
18,0,Black,0,1,65664.9,0.0
45,1,Black,1,1,125798.1,9000.0
18,0,White,0,1,60446.7,0.0
18,0,White,0,1,68046.3,9000.0
18,0,Hispanic,0,0,0.0,0.0
36,1,Asian,0,1,105070.1,1000.0
18,1,White,0,0,0.0,0.0
18,0,White,0,1,68543.0,0.0
18,1,Black,0,1,67922.2,0.0
24,1,Black,1,0,0.0,0.0
18,1,Black,1,0,0.0,0.0
18,0,White,0,1,65654.0,0.0
34,0,White,0,1,146030.3,12000.0
18,1,White,0,1,56592.7,1000.0
18,1,Asian,0,1,65943.0,0.0
18,0,Black,1,1,66018.7,0.0
18,0,Asian,0,0,0.0,5000.0
18,1,Black,0,1,68125.0,0.0
18,1,Black,0,1,60623.8,1000.0
31,1,Asian,0,0,0.0,0.0
18,1,Asian,1,1,59212.7,9000.0
18,1,White,0,0,0.0,9000.0
18,1,Hispanic,0,1,67512.4,9000.0
28,0,White,1,0,0.0,0.0
24,0,Black,1,0,0.0,0.0
18,0,Black,0,0,0.0,12000.0
37,1,White,0,1,106192.7,0.0
18,1,White,0,0,0.0,0.0
18,1,White,0,0,0.0,5000.0
23,0,Black,0,1,71409.0,0.0
37,1,White,0,1,113797.5,0.0
21,0,Black,0,1,68221.7,12000.0
22,0,White,1,0,0.0,0.0
27,0,White,0,0,0.0,0.0
24,1,Hispanic,1,1,72109.7,0.0
18,1,Hispanic,0,1,63615.7,0.0
34,1,Hispanic,0,1,99221.6,0.0
18,1,Asian,0,1,58902.6,0.0
22,0,Black,0,0,0.0,12000.0
18,1,Hispanic,0,1,68273.3,12000.0
54,1,White,1,1,143301.9,5000.0
18,0,Hispanic,0,1,57418.8,9000.0
26,1,White,1,0,0.0,0.0
26,0,White,0,1,80964.9,0.0
18,0,Asian,0,1,64266.5,1000.0
41,1,Other,0,1,127454.6,0.0
48,1,White,1,1,136442.2,0.0
66,0,Other,0,1,174254.2,0.0
18,1,Asian,0,1,59864.1,9000.0
18,0,White,0,0,0.0,9000.0
18,1,White,1,0,0.0,9000.0
18,1,Hispanic,0,0,0.0,0.0
46,1,White,0,1,124363.5,9000.0
18,1,Hispanic,0,1,60568.2,0.0
18,0,Hispanic,0,0,0.0,9000.0
18,1,White,0,1,67756.2,12000.0
18,1,White,1,1,63627.2,0.0
18,1,Black,0,1,51260.2,0.0
34,1,Asian,0,1,101609.6,0.0
70,0,White,0,1,187252.0,0.0
53,1,Hispanic,0,0,0.0,0.0
52,1,White,1,0,0.0,0.0
18,0,Asian,0,1,61895.8,12000.0
55,1,Black,0,1,202527.3,12000.0
24,1,White,0,0,0.0,9000.0
33,1,White,0,1,98336.7,0.0
18,0,Hispanic,1,1,56776.4,0.0
42,0,Asian,0,0,0.0,12000.0
38,0,White,0,1,109256.0,12000.0
18,1,Other,0,1,67434.1,0.0
19,0,Asian,0,0,0.0,12000.0
25,0,Asian,0,1,89511.1,0.0
70,1,White,0,1,183776.1,0.0
18,0,Black,0,0,0.0,12000.0
18,0,Black,1,0,0.0,5000.0
44,1,White,0,0,0.0,12000.0
35,0,Hispanic,1,1,103011.5,12000.0
22,1,Black,0,1,68552.8,9000.0
19,0,Hispanic,0,0,0.0,0.0
18,0,Black,0,0,0.0,9000.0
36,0,Hispanic,0,0,0.0,12000.0
18,0,Black,0,1,60479.2,0.0
27,1,Black,0,1,78213.5,9000.0
19,1,Hispanic,0,0,0.0,5000.0
27,1,Black,1,1,79258.5,12000.0
24,1,White,1,0,0.0,12000.0
54,1,Other,1,1,149719.4,0.0
18,0,Black,1,0,0.0,0.0
18,1,Asian,0,0,0.0,0.0
22,0,Asian,0,1,67115.8,9000.0
18,1,Hispanic,1,0,0.0,0.0
31,0,Other,0,1,92506.1,0.0
70,0,Black,1,0,0.0,0.0
29,1,White,0,0,0.0,12000.0
18,1,Asian,0,1,71151.2,0.0
18,0,Black,1,1,59891.2,0.0
39,1,Other,1,1,109417.0,0.0
33,0,White,1,1,91352.6,1000.0
18,0,Asian,0,1,58413.5,0.0
34,0,Asian,1,0,0.0,0.0
23,1,Hispanic,0,1,74295.7,12000.0
25,0,White,0,0,0.0,9000.0
18,0,White,0,0,0.0,0.0
18,0,Asian,0,1,61223.1,9000.0
18,0,White,1,1,68869.8,0.0
37,1,Hispanic,1,1,109247.4,9000.0
43,1,Black,0,1,120504.9,0.0
38,0,Hispanic,0,1,114147.3,0.0
29,1,White,0,1,88126.4,12000.0
26,1,White,1,0,0.0,5000.0
40,1,Asian,0,0,0.0,12000.0
18,1,Hispanic,0,0,0.0,0.0
21,0,Black,0,0,0.0,0.0
31,0,Other,0,1,89538.3,1000.0
51,0,White,0,1,137915.0,0.0
18,1,White,0,1,54258.6,9000.0
18,1,Black,0,1,59112.1,0.0
18,1,Asian,1,0,0.0,9000.0
30,1,Hispanic,0,0,0.0,12000.0
33,1,Hispanic,0,1,101071.8,0.0
50,0,Asian,0,1,138872.3,12000.0
66,0,Asian,0,1,226836.2,12000.0
29,0,White,0,1,85953.0,0.0
36,1,Black,0,1,96513.9,0.0
18,1,White,1,0,0.0,0.0
18,0,Hispanic,0,1,65661.7,0.0
18,1,White,0,1,62052.9,12000.0
25,1,White,1,0,0.0,9000.0
70,0,White,0,1,188719.7,0.0
18,0,Hispanic,0,0,0.0,0.0
22,1,Other,0,0,0.0,0.0
26,0,White,0,0,0.0,0.0
24,1,Hispanic,1,0,0.0,9000.0
26,0,Hispanic,1,0,0.0,9000.0
70,0,Hispanic,1,1,180953.4,9000.0
24,1,Black,0,1,76040.1,1000.0
18,1,White,0,1,55988.6,0.0
18,1,White,0,1,66363.7,9000.0
18,0,Asian,0,1,61860.5,0.0
18,0,White,0,1,62864.9,12000.0
30,0,White,0,1,84671.7,12000.0
18,0,Hispanic,0,1,59642.8,5000.0
35,1,White,1,1,151872.3,12000.0
18,0,Black,1,1,62536.9,12000.0
29,1,Other,0,0,0.0,0.0
18,0,Asian,0,1,62508.5,0.0
22,1,Hispanic,1,0,0.0,0.0
18,1,Black,1,1,59643.1,9000.0
22,0,White,0,1,70114.7,1000.0
70,1,White,0,1,187110.9,0.0
70,1,Hispanic,1,1,186676.0,1000.0
18,1,Black,0,0,0.0,12000.0
70,0,Hispanic,1,1,188233.2,1000.0
18,1,White,0,1,61851.3,0.0
18,1,White,0,0,0.0,0.0
31,1,Asian,1,1,94170.4,12000.0
21,1,Black,0,0,0.0,12000.0
18,0,Black,1,1,63720.8,0.0
27,1,Black,0,1,84628.4,9000.0
27,0,Asian,0,1,77267.9,12000.0
18,1,White,1,0,0.0,0.0
18,1,Hispanic,1,0,0.0,9000.0
39,1,Asian,0,0,0.0,0.0
26,0,Asian,1,1,86730.1,9000.0
32,1,White,0,1,102511.7,0.0
30,1,Black,0,0,0.0,0.0
18,0,Hispanic,1,1,63037.6,9000.0
70,1,White,1,0,0.0,0.0
18,0,Black,1,0,0.0,0.0
34,0,Asian,0,0,0.0,0.0
20,0,White,0,0,0.0,9000.0
18,0,Black,1,1,57365.8,5000.0
19,0,Black,1,1,62869.0,0.0
19,0,Black,0,1,62946.1,0.0
18,0,White,0,1,55889.0,0.0
18,0,Other,0,0,0.0,12000.0
70,0,Black,0,0,0.0,5000.0
63,0,Hispanic,0,1,172774.8,12000.0
21,0,White,0,0,0.0,12000.0
23,0,Black,0,0,0.0,0.0
27,1,Asian,0,1,89706.1,12000.0
43,1,Hispanic,1,1,113872.0,0.0
18,1,Hispanic,0,1,64329.8,0.0
42,0,White,1,0,0.0,0.0
18,1,Black,1,1,58421.4,1000.0
18,0,Asian,0,0,0.0,5000.0
18,1,White,0,0,0.0,9000.0
21,0,Hispanic,0,0,0.0,0.0
18,1,Black,0,1,56961.3,12000.0
18,1,Hispanic,0,0,0.0,5000.0
18,1,White,1,1,61608.6,1000.0
18,1,Black,0,0,0.0,1000.0
18,0,Other,1,0,0.0,0.0
23,0,Hispanic,0,0,0.0,0.0
18,1,Asian,1,0,0.0,0.0
18,1,Black,0,0,0.0,0.0
18,0,White,0,1,60027.2,12000.0
18,1,White,1,1,58149.0,9000.0
19,0,White,0,0,0.0,0.0
40,0,White,0,1,109278.9,0.0
18,1,White,0,0,0.0,0.0
50,1,White,0,1,190553.8,0.0
18,1,White,1,0,0.0,0.0
50,0,White,0,1,142257.1,0.0
42,0,White,0,1,109250.0,12000.0
40,1,Black,0,1,106245.5,1000.0
39,1,White,0,1,115274.8,9000.0
20,1,White,0,1,61852.5,0.0
18,1,Asian,0,1,65933.8,9000.0
27,0,Asian,1,1,91376.1,5000.0
33,1,Hispanic,0,1,97367.3,0.0
18,1,White,0,0,0.0,5000.0
18,1,Asian,0,1,63511.6,9000.0
23,0,Hispanic,0,1,77498.8,0.0
48,1,Asian,1,1,135527.0,9000.0
29,1,Other,0,0,0.0,9000.0
39,0,White,1,1,114295.4,0.0
55,0,White,1,1,156892.2,12000.0
38,0,White,1,1,106120.1,9000.0
46,1,Asian,0,1,128097.5,0.0
28,0,Other,0,1,80665.0,5000.0
18,0,Black,0,0,0.0,0.0
33,0,Black,0,0,0.0,12000.0
34,1,White,0,1,100338.2,0.0
